
 Lista de Imóveis da Caixa;;Data de geração:;13/07/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Financiamento;Descrição;Modalidade de venda;Link de acesso

 8444404838198 ;PB ;BOM SUCESSO ;CENTRO ; RUA A SER CRIADA ( R. FRAN. GONÇALVES ALMEIDA), N. S/N, ;58.360,93;113.122,35;48.41;Não;Casa, 78.60 de área total, 78.60 de área privativa, 144.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444404838198
 1555518555059 ;PB ;BREJO DO CRUZ ;CENTRO ;RUA JOAO FERNANDES, N. 338, TÉRREO ;175.836,75;317.000,00;44.54;Sim;Casa, 0.00 de área total, 219.32 de área privativa, 388.29 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555518555059
 8444425340741 ;PB ;BREJO DO CRUZ ;BAIRRO JOAO AGRIPINO ; RUA ELVIRA FERNANDES DUTRA, N. SN, LT 09, QD H ;44.730,12;77.000,00;41.91;Não;Casa, 60.03 de área total, 60.03 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425340741
 8444424509386 ;PB ;CAAPORA ;CENTRO ; RUA ENILDO COUTINHO DE OLIVEIRA, N. 118, ;70.729,24;132.000,00;46.42;Não;Casa, 132.00 de área total, 60.27 de área privativa, 132.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424509386
 8444411405528 ;PB ;CABEDELO ;INTERMARES ;RUA GOLFO DE SIDRA, N. 132, Apto 602, ;320.000,00;320.000,00;0.00;Não;Apartamento, 76.34 de área total, 54.34 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444411405528
 1444402641143 ;PB ;CABEDELO ;CAMBOINHA ;RUA DOZE DE DEZEMBRO, N. 88, QD 19 ;223.000,00;223.000,00;0.00;Não;Casa, 0.00 de área total, 59.60 de área privativa, 120.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444402641143
 10303897 ;PB ;CABEDELO ;INTERMARES ;RUA GOLFO DA CHINA, N. s/n, Qd 58, Lt 06 ;970.000,00;737.000,00;0.00;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 461.25 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10303897
 8787705435427 ;PB ;CAMPINA GRANDE ;CIDADES ;RUA AMELIA MARIA DO CARMO, N. 231, LT20 QD A ;27.572,34;95.400,00;71.10;Não;Casa, 50.00 de área total, 50.00 de área privativa, 148.20 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705435427
 8787707493114 ;PB ;CAMPINA GRANDE ;CIDADES ;RUA ANTONIO SOARES DE GOES, N. 503 ;41.844,15;115.000,00;63.62;Não;Casa, 0.00 de área total, 50.00 de área privativa, 148.20 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707493114
 8444409812235 ;PB ;CAMPINA GRANDE ;TRES IRMAS ;RUA MANOEL LEANO DA SILVA, N. 55, 55-D ;52.341,06;126.300,00;58.56;Não;Casa, 0.00 de área total, 52.50 de área privativa, 80.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444409812235
 8787708692250 ;PB ;CAMPINA GRANDE ;CIDADES ;RUA TENENTE JOSE PESSOA DE VASCONCELOS, N. 360, QD I LT 56 ;41.107,60;97.784,40;57.97;Não;Casa, 0.00 de área total, 50.00 de área privativa, 148.20 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708692250
 8787706167205 ;PB ;CAMPINA GRANDE ;CIDADES ;RUA WALMIR PAULO, N. 388, LT 24 QD F ;44.666,31;102.500,00;56.43;Não;Casa, 0.00 de área total, 50.00 de área privativa, 148.20 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706167205
 8444418620475 ;PB ;CAMPINA GRANDE ;TRES IRMAS ;RUA MARISA PEREIRA FERNANDES, N. 289, Apto 202, ;57.764,60;130.675,39;55.80;Não;Apartamento, 0.00 de área total, 44.91 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444418620475
 8444424013410 ;PB ;CAMPINA GRANDE ;CIDADES ;RUA ALUIZIO JOSE DE ARAUJO, N. 445 ;42.879,80;96.000,00;55.34;Não;Casa, 0.00 de área total, 50.00 de área privativa, 148.20 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424013410
 8787704841812 ;PB ;CAMPINA GRANDE ;CIDADES ;R ALUIZIO JOSE DE ARAUJO, N. 180, ANT. QD.B, LT.43 ;40.400,59;90.000,00;55.12;Não;Casa, 0.00 de área total, 50.00 de área privativa, 148.20 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704841812
 8787707154859 ;PB ;CAMPINA GRANDE ;CIDADES ;RUA WALMIR PAULO, N. 436, LT 18 QD F ;45.418,67;94.000,00;51.69;Não;Casa, 50.00 de área total, 50.00 de área privativa, 148.20 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707154859
 8787704542912 ;PB ;CAMPINA GRANDE ;CIDADES ;RUA TENENTE JOSE PESSOA DE VASCONCELOS, N. 282, LT 29 QD C ;48.607,62;100.000,00;51.40;Não;Casa, 0.00 de área total, 50.00 de área privativa, 148.20 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704542912
 8444422079449 ;PB ;CAMPINA GRANDE ;TRES IRMAS ;RUA ROBERIO MARACAJA HENRIQUE, N. 26, Apto 002 ;68.701,40;134.000,00;48.74;Não;Apartamento, 0.00 de área total, 54.99 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444422079449
 8787706604621 ;PB ;CAMPINA GRANDE ;TRES IRMAS ;RUA ANTONIO SOARES DE GOES, N. 351, LT 03 - QD G ;56.571,18;110.000,00;48.58;Não;Casa, 0.00 de área total, 50.00 de área privativa, 148.20 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706604621
 8444411387937 ;PB ;CAMPINA GRANDE ;TRES IRMAS ;RUA GENEZ CORDEIRO DUARTE, N. 120, ;57.439,78;111.000,00;48.26;Não;Casa, 80.01 de área total, 52.50 de área privativa, 80.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444411387937
 8787704680401 ;PB ;CAMPINA GRANDE ;CIDADES ;RUA ALUIZIO JOSE DE ARAUJO, N. 212, LT 39 - QD B ;51.581,57;99.000,00;47.90;Não;Casa, 50.00 de área total, 50.00 de área privativa, 148.20 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704680401
 8444423125991 ;PB ;CAMPINA GRANDE ;BODOCONGO ;RUA VICENTE GOMES DE ALMEIDA, N. 340, Apto 04, BL C PRIMEIRO ANDAR ;67.715,99;129.000,00;47.51;Não;Apartamento, 78.89 de área total, 54.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423125991
 8444423694333 ;PB ;CAMPINA GRANDE ;CIDADES ;RUA ALUIZIO JOSE DE ARAUJO, N. 375, LT 05 QD I ;50.872,40;95.000,00;46.46;Não;Casa, 50.00 de área total, 50.00 de área privativa, 148.20 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423694333
 8787704561640 ;PB ;CAMPINA GRANDE ;CIDADES ;R ALUIZIO JOSE DE ARAUJO, N. 308, QDB LT27 ;50.872,40;95.000,00;46.46;Não;Casa, 50.00 de área total, 50.00 de área privativa, 148.20 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704561640
 8444415457484 ;PB ;CAMPINA GRANDE ;TAMBOR ;RUA MANOEL ALVES DO NASCIMENTO, N. 233, LT 40, QD 14 ;76.269,10;140.000,00;45.53;Não;Casa, 54.00 de área total, 54.00 de área privativa, 160.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444415457484
 8787704563430 ;PB ;CAMPINA GRANDE ;CIDADES ;RUA ALUIZIO JOSE DE ARAUJO, N. 292, LT 29 QD B ;53.347,27;97.000,00;45.01;Não;Casa, 50.00 de área total, 50.00 de área privativa, 148.20 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704563430
 8444406781908 ;PB ;CAMPINA GRANDE ;TRES IRMAS ;RUA JOSE FERREIRA RAMOS, N. 345, CS 03 ;71.540,22;130.000,00;44.97;Não;Casa, 82.10 de área total, 45.77 de área privativa, 85.33 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406781908
 8444425752152 ;PB ;CAMPINA GRANDE ;TRES IRMAS ;RUA JOSE ALVES DO NASCIMENTO, N. 1270, Apto 202A, ;62.856,87;110.000,00;42.86;Não;Apartamento, 84.43 de área total, 42.09 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425752152
 8787703789426 ;PB ;CAMPINA GRANDE ;TRES IRMAS ;RUA TENENTE JOSE PESSOA DE VASCONCELOS, N. 217, LT 14 QD D ;60.856,88;106.500,00;42.86;Não;Casa, 50.00 de área total, 50.00 de área privativa, 148.20 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703789426
 8787706460247 ;PB ;CAMPINA GRANDE ;TRES IRMAS ;RUA CLAVACIO RODRIGUES VIANA, N. 235, Apto 204, BLOCO D ;64.010,99;112.019,72;42.86;Não;Apartamento, 82.48 de área total, 40.52 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706460247
 8555533125971 ;PB ;CAMPINA GRANDE ;BODOCONGO ;TRAVESSA VICENTE GOMES DE ALMEIDA, N. 125, Apto 205, ;65.921,81;115.000,00;42.68;Não;Apartamento, 59.13 de área total, 59.13 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555533125971
 8444425955347 ;PB ;CAMPINA GRANDE ;TRES IRMAS ; RUA JOSE ALVES DO NASCIMENTO, N. 1270, Apto 103B, UNIDADE 103B ;65.463,11;114.199,81;42.68;Não;Apartamento, 81.86 de área total, 42.09 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425955347
 8787701644757 ;PB ;CAMPINA GRANDE ;TRES IRMAS ;RUA MARIA JOSE BEZERRA DE CARVALHO, N. 380, Apto 006A, UNIDADE 00, BLOCO A ;66.423,88;115.875,87;42.68;Não;Apartamento, 51.00 de área total, 51.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701644757
 8787707242960 ;PB ;CAMPINA GRANDE ;TRES IRMAS ;RUA MARIA BEATRIZ SILVEIRA SOUZA, N. 149, ;66.495,04;116.000,00;42.68;Não;Casa, 50.35 de área total, 50.35 de área privativa, 125.40 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707242960
 8787707289940 ;PB ;CAMPINA GRANDE ;TRES IRMAS ;RUA ANTONIO SOARES DE GOES, N. 495, ;52.835,53;91.266,03;42.11;Não;Casa, 0.00 de área total, 50.00 de área privativa, 148.20 de área do terreno,  2 qto(s), 1 sala(s), 1 lavabo(s), cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707289940
 8444426163193 ;PB ;CAMPINA GRANDE ;TRES IRMAS ;RUA LUCIANO JOSE DE ALMEIDA, N. 785, Apto 002, ;79.360,41;137.000,00;42.08;Não;Apartamento, 80.20 de área total, 62.32 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426163193
 8444436875609 ;PB ;CAMPINA GRANDE ;TRES IRMAS ;RUA PEDRO FEITOSA NEVES FILHO, N. 594, Apto 003, ;73.567,68;127.000,00;42.08;Não;Apartamento, 74.06 de área total, 43.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444436875609
 8787708074719 ;PB ;CAMPINA GRANDE ;TRES IRMAS ;RUA CLAVACIO RODRIGUES VIANA, N. 235, Apto 106, UNIDADE 106, BLOCO C , VAGA 101 ;75.305,50;130.000,00;42.08;Não;Apartamento, 40.52 de área total, 40.52 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708074719
 8444413426824 ;PB ;CAMPINA GRANDE ;PRESIDENTE MEDICI ;RUA SEVERINO PEREIRA RODRIGUES, N. 393, CS A ;86.063,06;147.000,00;41.46;Não;Casa, 0.00 de área total, 64.00 de área privativa, 101.85 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444413426824
 8444424277388 ;PB ;CAMPINA GRANDE ;TRES IRMAS ; RUA ISOLDA BEZERRA DE CARVALHO THOMA, N. 109, LT 87, QD C ;87.233,99;149.000,00;41.46;Não;Terreno, 74.00 de área total, 0.00 de área privativa, 125.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424277388
 8444420671987 ;PB ;CAMPINA GRANDE ;UNIVERSITARIO ;RUA PROFESSOR NOBREGA, N. 200, Apto 102, BLOCO L ;81.964,82;140.000,00;41.46;Não;Apartamento, 52.75 de área total, 52.75 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444420671987
 8555527017925 ;PB ;CAMPINA GRANDE ;UNIVERSITARIO ;RUA JOSE FARIAS DA NOBREGA, N. 200, CS 204, BL L ;93.629,95;158.000,00;40.75;Não;Casa, 61.88 de área total, 52.75 de área privativa, 63.81 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555527017925
 8444402535937 ;PB ;CAMPINA GRANDE ;LIBERDADE ;RUA GETULIO CAVALCANTE, N. 708, C ;136.000,00;136.000,00;0.00;Não;Casa, 51.00 de área total, 51.00 de área privativa, 351.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444402535937
 8444402783825 ;PB ;CAMPINA GRANDE ;ALTO BRANCO ;RUA AVANI CASSIMIRO DE ALBUQUERQUE, N. 150, LT 11, QD B, CS 03 ;107.000,00;107.000,00;0.00;Não;Casa, 63.46 de área total, 63.46 de área privativa, 360.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444402783825
 8555518710478 ;PB ;CAMPINA GRANDE ;PRESIDENTE MEDICI ;RUA BACHAREL AFONSO HENRIQUE CAVALCANTE, N. 129, LT 02 ;95.000,00;95.000,00;0.00;Não;Casa, 48.81 de área total, 48.81 de área privativa, 165.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555518710478
 8555509238605 ;PB ;CAMPINA GRANDE ;QUARENTA ;RUA ALBINO CABRAL DE VASCONCELOS, N. 54, ;220.000,00;220.000,00;0.00;Não;Casa, 73.26 de área total, 73.26 de área privativa, 1007.60 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555509238605
 8444417195622 ;PB ;CAMPINA GRANDE ;TRES IRMAS ;RUA MARIA LOPES DE LIRA, N. 118, Apto 04, ;149.000,00;149.000,00;0.00;Não;Apartamento, 66.49 de área total, 52.05 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444417195622
 8444426911432 ;PB ;CAMPINA GRANDE ;TRES IRMAS ;RUA FLAVIANO MEIRA NEPOMUCENO, N. 599, Apto 004, ;150.000,00;150.000,00;0.00;Não;Apartamento, 67.73 de área total, 49.54 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426911432
 8787701640557 ;PB ;CAMPINA GRANDE ;TRES IRMAS ;RUA MARIA JOSE BEZERRA DE CARVALHO, N. 380, Apto 101, BL B ;150.000,00;150.000,00;0.00;Não;Apartamento, 68.92 de área total, 51.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701640557
 8555527383646 ;PB ;CAMPINA GRANDE ;UNIVERSITARIO ;RUA JOSE FARIAS DA NOBREGA, N. 200, Apto 001, BL N ;136.000,00;136.000,00;0.00;Não;Apartamento, 61.88 de área total, 52.75 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555527383646
 8444405328533 ;PB ;CAMPINA GRANDE ;SANDRA CAVALCANTE ;RUA JOAQUIM MEDEIROS, N. 520, Apto 104, ;105.350,43;100.000,00;0.00;Não;Apartamento, 51.27 de área total, 51.27 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444405328533
 8444418782840 ;PB ;CAMPINA GRANDE ;TRES IRMAS ;RUA GENEZ CORDEIRO DUARTE, N. 410, Apto 001, ;116.590,84;99.000,00;0.00;Não;Apartamento, 48.40 de área total, 48.40 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444418782840
 8787714700359 ;PB ;CAMPINA GRANDE ;TRES IRMAS ;RUA MARISA PEREIRA FERNANDES, N. 111, CS 302 ;142.946,63;119.000,00;0.00;Não;Casa, 84.32 de área total, 44.80 de área privativa, 72.82 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714700359
 8444425212719 ;PB ;CAMPINA GRANDE ;TRES IRMAS ;RUA MARIA DO CARMO VIEIRA DIAS, N. 56, LT 56 QD B ;136.757,60;104.748,50;0.00;Não;Casa, 54.65 de área total, 54.65 de área privativa, 125.00 de área do terreno,  2 qto(s), a.serv, WC, cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425212719
 8444405394978 ;PB ;CATOLE DO ROCHA ;LT SAO PAULO III ;RUA PROJETADA I, N. S/N, QD 28 LTS 04 E 05 ;45.804,56;138.159,11;66.85;Não;Casa, 0.00 de área total, 84.80 de área privativa, 126.75 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444405394978
 8444402004729 ;PB ;CATOLE DO ROCHA ;CENTRO ;RUA MANOEL PEDRO, N. SN, QD 27 PARTE LTS 13 E 14 ;60.571,17;106.000,00;42.86;Não;Casa, 69.98 de área total, 69.98 de área privativa, 131.25 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444402004729
 1444419819978 ;PB ;CATOLE DO ROCHA ;LOT ELOI DINIZ 2 ; RUA PROJETADA, N. 400, QD 14 LT 02, 03 E 04 ;345.141,25;595.000,00;42.00;Não;Sobrado, 412.55 de área total, 412.55 de área privativa, 750.00 de área do terreno,  5 qto(s), a.serv, WC, 2 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444419819978
 8444405153636 ;PB ;CONDADO ;CENTRO ; RUA FRANCISCO MARQUES DE SOUSA, N. 594, ;94.403,67;182.589,01;48.30;Não;Casa, 0.00 de área total, 118.15 de área privativa, 175.50 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444405153636
 8444417063785 ;PB ;CONDE ;CENTRO ;RUA RUA PROJETADA, N. 183, CS 01 ;56.853,46;125.000,00;54.52;Não;Casa, 81.94 de área total, 58.19 de área privativa, 120.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444417063785
